196;apple cider vinegar;11
197;cilantro
198;red currant jam;43
199;red wine vinegar;11
200;lamb chops;316
201;cayenne pepper
202;basil, thyme, oregano
203;fresh or canned pineapple;44
204;beef (minced);180
205;canned green peas;75
206;corn
207;can red kidney beans;328
208;small white
209;maize porridge
210;meat;405
211;soda
212;ground black pepper for the meat and peas
213;celery root
214;veal (leg, loin) (pulp);430
215;crushed crackers
216;fresh beans
217;sour milk;60
218;tenderloin (thick or thin edge)
219;pork ham;355
220;bread kvass
221;dried mint
222;pork (loin, ham);430
223;rye bread;206
224;pork (loin with bone);430
225;long loaf
226;liver;100
227;ground black pepper
228;pork (rib chops with bone);265
229;cumin seeds
230;cloves
231;parsley root and fennel;23
232;veal (scallops);90
233;or white wine;150
234;or water
235;bacon
236;rack of pork;475
237;beet kvass
238;stale bread wheat;206
239;pimento and bitter pepper
240;potherb
241;vinegar or lemon juice;30
242;salami
243;dried peas;280
244;smoked bacon;770
245;chinese cabbage;23
246;green peas;75
247;starch corn
248;sesame oil;750
249;vinegar 6%;11
250;ground white pepper
251;ginger root
252;leek;18
253;pork (loin);430
254;dried eggplant;28
255;frozen spinach;16
256;yellow cheese;370
257;Madeira sauce;93
258;vegetable fat;770
259;Moldovan white wine;150
260;spaghetti
261;protium
262;chicken broth;30
263;egg white
264;burnt sugar;295
265;pork (bacon);475
266;quince;30
267;Tofu
268;paprika
269;sweet wine;150
270;lamb (brisket);316
271;a blend of spices
272;dried thyme
273;beef (fillet);180
274;demi-iced
275;mince (beef or pork);200
276;ketchup;80
277;pickled cucumbers;15
278;grated zest of 1/2 lemon
279;marjoram
280;lamb (loin);316
281;ham;202
282;smoked sausage;370
283;Parmesan cheese for sprinkling;330
284;sage
285;rice vodka
286;crispy salad;11
287;soy sauce for marinade;93
288;soy sauce;93
289;dried chili peppers
290;curry powder
291;yogurt;51
292;lettuce;11
293;lean pork (flesh);265
294;pineapple;44
295;0,5 lemon juice
296;pineapple juice;44
297;coriander
298;ground cinnamon and cardamom
299;spinach;16
300;ground turmeric
301;cinnamon
302;ground cardamom
303;cayenne pepper powder
304;pickled onions;18
305;thyme
306;lamb milk (pulp)
307;large eggplant;28
308;chopped almonds;600
309;sugar and salt;295
310;chopped roasted peanuts
311;zucchini;18
312;curry seasoning
313;refined sugar;295
314;nutmeg
315;capers
316;bread crumbs;206
317;cold water or milk;60
318;flour for breading;348
319;pettitoes
320;frozen green peas;75
321;sour cabbage;23
322;juniper berries
323;homemade sausage;250
324;some black pepper peas
325;juice of 1 orange;45
326;caraway or fennel;30
327;veal (back part);90
328;pumpkin;20
329;white pepper
330;bow;18
331;sweet pepper, green and yellow;19
332;chopped nuts;650
333;brandy
334;chili
335;ground black pepper
336;veal loin (pulp);430
337;chopped sorrel;27
338;yogurt cream;51
339;lean ham;365
340;pineapple in its own juice;44
341;cranberry juice
342;oranges or tangerines;45
343;black currant juice undiluted;43
344;veal (chop);90
345;mushrooms;25
346;sauce (chili);93
347;thyme
348;puree
349;veal kidneys;66
350;boiled beef (pulp);90
351;cooked mushrooms;27
352;cream sauce;93
353;green garlic;60
354;lamb chops;316
355;adjika
356;pork or veal;265
357;goose liver;100
358;Tabasco sauce;93
359;cabbage lettuce;11
360;chili
361;mint
362;chopped lovage
363;vinegar 3%;11
364;black and freshly ground pepper
365;vinegar 3%;11
366;grated orange zest;45
367;crushed walnuts;650
368;corn flour;348
369;loaf of stale
370;Madeira
371;Chanterelles
372;bread (croutons);206
373;black pepper
374;grated breadcrumbs
375;pork, beef or game (tenderloin);180
376;pitted olives;115
377;cherry;25
378;cherry syrup
379;cardamom
380;or tomato sauce;20
381;apple cider vinegar or wine;11
382;basil;27
383;lamb (pulp);316
384;hot pepper
385;hops suneli
386;bacon fat-tailed;770
387;lamb (loin) (pulp);316
388;lamb (loin);316
389;vinegar;11
390;ground pepper red and black
391;lamb (back);316
392;cheese suluguni;370
393;black and green olives with pits;351
394;chopped basil;27
395;cabbage (2 kg);23
396;tomatoes solid 10 pieces and soft;20
397;walnuts;650
398;barberry
399;brandy or gin
400;finely chopped walnuts;650
401;pears
402;parmesan cheese;330
403;heart;87
404;lungs
405;kidneys;66
406;pork loin;430
407;sausages;160
408;Gouda cheese;370
409;Demi-Glace Sauce;93
410;beef (fillet);90
411;veal brisket;475
412;chicken (meat);135
413;fried mushrooms;25
414;honey;20
415;noodles
416;cream;120
417;bacon;365
418;sauerkraut;28
419;Radish;25
420;beef (brisket);430
421;cauliflower;18
422;canned green beans;328
423;sweet and sour sauce;93
424;pickled peppers;19
425;red caviar;250
426;black caviar;250
427;French fries;60
428;fresh rosemary
429;konyak or rum
430;mushrooms, fresh or frozen;25
431;fried potatoes;60
432;pork (ham, loin);430
433;mushrooms, fresh or frozen;25
434;cranberries;33
435;dough fresh or
436;Emmental or Poshehonskiy cheese;370
437;smoked ham;365
438;minced meat;200
439;red wine;150
440;oranges;45
441;ground ginger
442;pork (ham, loin) (pulp);430
443;belly pork with rib bones;475
444;ribs or pork loin with rib bones;430
445;cumin
446;ground fennel seeds
447;grated lemon peel;30
448;avocado;100
449;pine nuts
450;coarsely chopped pistachios;620
451;broth of lamb;30
452;dried oregano Ground
453;pork (loin or brisket);475
454;apricot jam;47
455;kefir;60
456;curry sauce;93
457;lean pork (flesh);265
458;pig fat;930
459;Korean spice mix
460;canned pineapple;44
461;lettuce;11
462;beef (brisket);180
463;red and black pepper
464;port
465;spicy mustard
466;pork (ham);265
467;pickled cranberries or cranberry;45
468;beef (brisket);475
469;dried basil;27
470;pork tenderloin
471;delicate spice
472;cranberry sauce;93
473;beef fillet
474;Sturgeon mousse
475;cheese risotto;370
476;olives;115
477;zucchini;16
478;lemon sauce and demi-iced;30
479;veal tenderloin
480;cherry tomatoes;20
481;egg for the dough and 1 pc;65
482;tomato juice;20
483;pepper, salt
484;wheat crackers
485;mixture of vegetables
486;soy sauce spicy;93
487;scallops
488;dough figure
489;ground walnuts;650
490;broccoli
491;low-fat cream;120
492;cheese;260
493;lecho (340 g)
494;beef (beef);200
495;green celery;21
496;smoked ham;202
497;cognac or brandy
498;beef (lamb);200
499;canned tomatoes;20
500;breast of lamb;475
501;kystyby (see recipe)
502;wine sauce;93
503;peaches;45
504;eggplant chips;28
505;curry sauce;93
506;sauce kalanday;93
507;sweet pepper sauce;93
508;pickle
509;seasoning for meat
510;knuckle of pork
511;smoked chicken;135
512;dried mushrooms;210
513;buckwheat;346
514;nonfat yogurt without fruit;51
515;gherkins
516;oil;900
517;finely chopped fresh ginger
518;lamb meat
519;curry paste
520;chopped spinach;16
521;coriander and lemon for garnish
522;lamb meat, cut into chunks
523;finely chopped fresh ginger
524;ground cumin
525;cream 10%;120
526;ground almonds;600
527;garam masala (spice mix)
528;pomegranate extract;52
529;sugar, salt, black pepper;295
530;bread crumbs soaked in milk;206
531;10% cream or non-dairy unsweetened;120
532;garni bouquet
533;garlic sausage or Spanish chorizo (smoked pork sausage);250
534;loin of pork (flesh);430
535;turkish dried peas;280
536;loin;430
537;lamb
538;burgers
539;heart of a lamb;87
540;egg yolk or a small egg;65
541;white bread crumbs;206
542;ground thyme
543;zhyus-leagues
544;batter perinephric fat
545;celery salad;11
546;turnip;23
547;steaks for 150-200 g
548;sauce "Shaser";93
549;steaks
550;red wine sauce;93
551;marrow from beef bones
552;shoulder (boneless)
553;veal broth;30
554;zhyus-leagues or demi-glace
555;flour with spices;348
556;veal escalopes (slightly bruised)
557;demi-glace
558;sherry white wine;150
559;cream 35%;210
560;veal escalopes small thin (of 8)
561;Parma ham;365
562;pork chops
563;sweet apples;45
564;pork ribs
565;toasted white bread;206
566;beef (tenderloin);90
567;red currant;43
568;freshly ground black pepper
569;savory
570;asparagus
571;lamb (ribs with pulp);316
572;grapes;70
573;tomato juice;20
574;black and hot pepper
575;potato pancakes;60
576;pork (loin) (pulp);430
577;pancakes
578;pickled chanterelles
579;orange juice;45
580;rosemary
581;plums;44
582;blackberry;32
583;venison (rib loin with bone);430
584;minced cloves
585;steamed asparagus
586;Cut the lamb by pieces, fry in butter, add the vegetables and cook a few more minutes. Pour a little broth, salt, pepper, and cook until tender.;30
587;For the sauce, chop the avocado with green basil, add the cream and sour cream, then bring to a boil and season with spices.;41
588;Puff pastry cut figures and baking in the oven.
589;When serving lamb and vegetables out onto a plate, pour the sauce and decorate baked dough products.
590;
591;
592;pork or chicken;405
593;grapefruit;30
594;oat flakes;305
595;minced beef;200
596;canned pineapples;44
597;veal brains
598;flour and fat;348
599;lamb (shoulder);316
600;cumin seeds and saffron
601;black pepper and red pepper
602;pork (loin, ham) (pulp);430
603;chopped rosemary
604;beef (brisket or blade) (pulp);475
605;canned sweet pepper;19
606;ground hazelnuts;670
607;lime
608;chilli pepper
609;chopped tarragon
610;pork tenderloin or lamb meat
611;dried spices ground: oregano, thyme, marjoram
612;dried sage
613;green basil and marjoram;41
614;ground pink paprika
615;green beans;328
616;pepper;19
617;arugula or rauke salad;11
618;anchovy paste
619;lamb chops with bone
620;adygei cheese or feta cheese;260
621;liquid cream;120
622;beef (steak);180
623;pork (fat scallops);265
624;pickled onions, pomegranate seeds, herbs;18
625;pork (shoulder);265
626;chopped basil
627;curry
628;pork (escalopes) or steaks of beef, or chicken;135
629;minced pork;200
630;smoked pork belly;475
631;walnuts (half kernels);650
632;fresh vegetables
633;lecho
634;sweet green pepper;19
635;white beans;328
636;minced meat or chicken;200
637;fresh vegetables, green onions, herbs;18
638;lovage
639;pickled cucumbers or fresh;15
640;chicken (fillet);135
641;gelatin
642;brisket of beef without bones;475
643;pimento peppers
644;for garnish:
645;vegetable bouillon cube;30
646;pork (meat) (tenderloin);430
647;eggs;65
648;black pepper and red pepper
649;For rice with saffron:
650;crushed saffron
651;lamb on the bone;316
652;chopped thyme
653;small pumpkin or squash;18
654;beans, canned in tomato sauce;20
655;juice
656;beef meat
657;beet;40
658;or citric acid diluted;30
659;For the sauce:
660;veal (shoulder);90
661;meat of beef (tenderloin)
662;kiwi;50
663;bovine brains
664;vinegar 6%;11
665;black pepper and cayenne ground
666;cannelloni (pasta);350
667;brains
668;kvass
669;pork (meat) (leg);265
670;pork chops
671;zest
672;beef meat (thick edge)
673;rabbit meat;405
674;stale buns
675;marinated mushrooms;27
676;minced beef;200
677;lamb meat (hip part)
678;tomato;20
679;cherry;38
680;soybeans germinated
681;pork (meat) (shoulder);265
682;escalopes
683;dark beer;42
684;beef meat (neck)
685;barley groats;343
686;lamb meat
687;chopped tarragon
688;curry powder
689;fresh cream
690;bell pepper;19
691;pork chops
692;meat lamb (shoulder)
693;fennel or dill;30
694;dessert red wine;150
695;pickled or fresh ginger
696;marinade
697;beef meat (thin edge)
698;red chili pepper
699;vinegar 3%;11
700;boiled pork meat
701;black beans
702;light soy sauce;93
703;lamb meat (ham);202
704;ginger, ground anise
705;lamb meat (brisket);430
706;mushrooms (mushrooms, white mushrooms);20
707;beef heart;87
708;dried mushrooms;210
709;beef kidney;66
710;almonds;600
711;chicken fillet
712;squash;18
713;green peas or beans in the pod;75
714;powdered sugar;295
715;lime-juice
716;- 1 tbsp
717;beef meat (shoulder)
718;For the stuffing:
719;a stale bun
720;beef stew;180
721;worcestershire sauce;93
722;"Guinness" dark beer;42
723;mustard powder
724;deer meat
725;celery root
726;- 2 tbsp
727;veal meat
728;chili powder
729;porcine kidney;66
730;tomato sauce;20
731;cooked chicken, meat;135
732;cucumber;15
733;garam masala
734;beef (shoulder);180
735;or lamb (brisket);316
736;ghee;885
737;herbs (mint, parsley, cilantro);23
738;pork (meat);265
739;red lentils;310
740;citric acid;30
741;lamb (neck);316
742;lamb heart;316
743;bouillon cube;30
744;cooked pasta;350
745;peas cooked;280
746;pineapple juice;44
747;leg of lamb
748;cabbage;23
749;butter;750
750;beef tripe
751;bone
752;fennel greens;41
753;ground black pepper chopped
754;currant juice;43
755;fruit vinegar;11
756;ground oregano
757;meat of beef (brisket);475
758;veal meat (shoulder)
759;a mixture of five spices
760;wheat
761;cooked beans;328
762;boiled beef heart;87
763;sprouting chickpeas
764;mustard sauce;93
765;tomato puree;20
766;mozzarella cheese;370
767;pepper, bay leaf
768;zest of 1 lemon
769;mustard powder
770;lager;42
771;semi-dry white wine;150
772;buns
773;chopped oregano
774;kohlrabi
775;gingerbread
776;black olives, pitted;351
777;beef meat (beef, thick edge)
778;pickled cucumber;15
779;plums, pitted;44
780;rye crackers ground
781;meat smoked pork loin
782;For the meatballs:
783;rabbit;115
784;salted sesame
785;lamb liver;100
786;white wine;150
787;veal or goose liver;100
788;breadcrumbs
789;boiled carrots;33
790;chicken fillet cooked
791;chicken heart;87
792;parsley;23
793;rabbit meat;115
794;apple cider vinegar;11
795;kitchen herbs
796;wheat bun
797;pulp of boiled beef
798;horseradish sauce;49
799;pork ribs;265
800;balsamic vinegar;11
801;liquid honey
802;brown sugar;295
803;salt with spices for grilling
804;cayenne pepper Malt
805;ground allspice
806;marinated pork;265
807;pickles;15
808;wheat bread;206
809;pork (meat) (brisket);475
810;green basil;41
811;broth;30
812;silver bow;18
813;bouillon cubes;30
814;Dijon mustard
815;For the marinade:
816;canned mushrooms;25
817;greens, basil;41
818;oxtails
819;seedless grapes;70
820;orange;45
821;pink pepper powder
822;sweet and hot paprika
823;chopped marjoram
824;boiled mutton meat
825;lettuce;11
826;soy sauce;93
827;cumin, fennel seeds and coriander
828;venison meat
829;rum
830;stuffed olives;115
831;peanut butter;750
832;chopped peanuts
833;chili sauce;93
834;puff pastry ready
835;grilled steaks
836;yellow tomatoes;20
837;white eggplant;28
838;red and white pepper
839;lamb meat
840;pumpkin or patisony;20
841;garlic pepper
842;loin of lamb with bone;430
843;chopped thyme
844;brisket;475
845;chopped rosemary
846;greens and chopped lovage;41
847;freshly ground pepper
848;sausages, dairy;235
849;mini corn
850;brussels sprouts;12
851;lamb breast with bone;316
852;rosemary herbs;41
853;herbs thyme;41
854;white mushrooms;25
855;lamb kidney;66
856;beef or pork meat
857;filbert;670
858;horseradish;49
859;minced beef with beef and pork;200
860;root vegetables (carrots, parsley, celery, etc.);56
861;chicken giblets
862;minced meat (half beef, half pork);200
863;sausages short;235
864;processed cheese;370
865;pimento
866;oyster sauce, lemon juice, soy oil;930
867;cooked mushrooms;25
868;pickled cucumber or pickled;15
869;pickled tomatoes;20
870;meat lamb or veal
871;pork (meat), lamb or veal;265
872;mixture of chopped herbs
873;water (broth);30
874;beef (kidney, liver, heart);100
875;dried soy meat;900
876;veal or beef meat
877;veal meat (thick edge)
878;beef and lamb meat
879;young potatoes;60
880;red cabbage;23
881;mustard dining
882;onion;43
883;dry red wine;85
884;lemon juice;30
885;curried
886;sausage
887;green peas;75
888;bechameld;93
889;loaf without crusts
890;beef or pork;180
891;black pepper (ground)
892;buckwheat;346
893;dill;30
894;green onions;18
895;small onion;43
896;toast
897;pork loin with ribs;430
898;peppers red and green;19
899;vegetable broth
900;mushrooms;25
901;pork (meat) (loin, ham);430
902;smoked ham;202
903;apple;45
904;sliced loaf of stale
905;milk (water);60
906;minced veal;200
907;cooked sausage;250
908;lamb meat (sirloin, ham);430
909;fillet of duck
910;fillet of pheasant
911;celery
912;fresh bread crumbs;206
913;small eggplant;28
914;small zucchini;16
915;dried mint
916;lemon zest;30
917;dried rosemary
918;mustard seeds
919;marjoram herbs;41
920;long-grain rice;337
921;green peas, fresh frozen;75
922;veal tongue;165
923;redcurrant;43
924;veal meat (breast);475
925;white and black pepper
926;coriander seeds
927;cinnamon stick
928;hot pepper seeds
929;herbal salt
930;dry sherry
931;minced pork sausage;200
932;onions, finely chopped;43
933;chopped oregano
934;sunflower oil;900
935;tomato ketchup;80
936;curry powder or paste
937;hot green pepper
938;chili without seeds sliced
939;molasses or honey
940;wine vinegar;11
941;mixture of dried herbs
942;peanut butter;750
943;chopped oregano
944;sweet sherry
945;veal or lamb liver;100
946;sliced celery
947;oregano, basil
948;finely chopped mint
949;rump steak with bone
950;green bell pepper;19
951;chili powder
952;fresh green chillies finely chopped;19
953;Frankfurter sausages;235
954;small sausages;235
955;sausages, beef and pork;235
956;English mustard
957;dried oregano
958;sweet red pepper;19
959;lean pork loin or shoulder blade
960;Frankfurter sausages;235
961;pork sausage with greens;235
962;Lamb cutlets are thin
963;grated cheese;370
964;turkey breast
965;pearl onions;18
966;dried basil
967;peppers red and green;19
968;boiled young potatoes;60
969;fillet of chicken or turkey
970;Chinese noodles
971;crackers with shrimp
972;lamb meat (scapula or neck)
973;white wine vinegar;11
974;raw lean ham;202
975;cranberry sauce
976;blue cheese;370
977;marjoram, thyme
978;ribs
979;fennel seed
980;boiled ham;365
981;smoked pork tenderloin
982;pork broth;30
983;turkey sausage;235
984;small salami
985;minced pork sausages;200
986;light syrup
987;tarragon, basil, oregano
988;fillet of goose or duck
989;tarragon or thyme
990;dolma (stuffed grape leaves);70
991;corn (young corn cobs)
992;sparkling white wine;150
993;tarragon
994;saffron
995;Lobster Tails
996;celery
997;sherry
998;mixture of vegetable juice
999;thyme, marjoram
1000;goose fillet
1001;bamboo shoots
1002;cooked rice noodles;337
1003;sauce hoysin;93
1004;lobster tails or shrimp;85
1005;banana;90
1006;beef rabbit, cut into cubes
1007;thin lamb chops without fat
1008;red wine vinegar;11
1009;zest 0.5 lim. grated
1010;juniper berries, crushed
1011;dried thyme and marjoram
1012;oyster
1013;pork loin boneless;430
1014;lamb chops
1015;cream cheese;370
1016;dry wine;85
1017;veal meat (brisket);430
1018;For the rice:
1019;pork loin with bone;430
1020;ground coriander
1021;ground red pepper, oregano and thyme chopped
1022;toast without crusts
1023;grain mustard
1024;bouillon cube with bacon;30
1025;apple cider vinegar for the soaking;11
1026;freshly ground black pepper
1027;canned sweet corn
1028;lemon or lime juice;30
1029;veal schnitzel
1030;scotch kale;23
1031;orange juice;45
1032;wheat flour;348
1033;tomato sauce with herbs;20
1034;greens, cilantro, basil;41
1035;berry syrup
1036;lamb (loin) with ribs;316
1037;semi-sweet white wine;150
1038;tarragon, finely chopped
1039;rich cream;120
1040;chops
1041;cranberry jam
1042;strawberry jam
1043;dry red wine;85
1044;pork (loin) on ribs;430
1045;dry white wine;85
1046;beef (hip part);180
1047;chicken
1048;pork (meat), low-fat;265
1049;lamb (loin with ribs);316
1050;pomegranate;52
1051;boiled potatoes;60
1052;juice of 2 lemons;30
1053;red hot pepper
1054;sausages
1055;canned fruit (peach, pineapple, pear);44
1056;walnuts;650
1057;peas;280
1058;salmon canned in its own juice;145
1059;egg noodles
1060;pork (meat) (pork);265
1061;chives;18
1062;minced beef and mutton;200
1063;frozen vegetable mix (cabbage, onions, tomatoes, carrots, beans);94
1064;calf kidney;66
1065;rhubarb;16
1066;strawberry
1067;meat sauce demi-iced;93
1068;pomegranate syrup;52
1069;white grapes;70
1070;shpikachki
1071;horseradish sauce with berries;49
1072;wine sauce with peppers;93
1073;dry vermouth
1074;sausages for frying
1075;chanterelles cooked
1076;fruit syrup
1077;puff pastry
1078;chopped pine nuts
1079;wine and apple sauce;93
1080;dried oregano
1081;cherry juice
1082;potato chips;60
1083;egg whites
1084;veal meat cooked
1085;milk sauce;93
1086;ground cumin seeds
1087;brandy sauce;93
1088;scarring
1089;sage green;41
1090;beef meat (thick or thin edge)
1091;sesame seeds
1092;canned peaches;45
1093;For the filling:
1094;almond flakes;305
1095;smoked chicken fillet
1096;vegetable broth;30
1097;juice and zest of 1 orange;45
1098;rice wine;150
1099;anise and cloves
1100;canned mandarin oranges;41
1101;corn flakes;369
1102;loaf of stale wheat
1103;baked milk;60
1104;chips and cheese
1105;peanuts
1106;heart boiled;87
1107;beef;405
1108;French bean;328
1109;herbs thyme and parsley;23
1110;boiled beef liver;100
1111;steaks (semi-finished)
1112;minced chicken;200
1113;veal meat, pork and chicken;135
1114;herbs thyme;41
1115;pork liver;100
1116;pork neck cooked smoked
1117;lard
1118;cabbage leaves
1119;dry red wine;85
1120;whiskey
1121;ketchup, mayonnaise;80
1122;ham stew;365
1123;tomato paste;20
1124;bread crumbs;206
1125;steamed chopped dried apricots;290
1126;For the omelette:
1127;beef meat (beef, thin edge)
1128;rosemary, finely chopped
1129;tomatoes, peeled and seeds;20
1130;cooked pasta;350
1131;smoked pork loin;430
1132;spicy seasoning
1133;grated lemon zest;30
1134;coriander leaves
1135;orange zest;45
1136;vegetable broth
1137;dried fruits
1138;vegetables for soup (onions, carrots, parsley root);74
1139;For the dough:
1140;lamb chops
1141;green basil, cilantro, parsley, dill, spinach, green onions;57
1142;turmeric
1143;yeast
1144;ham;365
1145;pineapple or orange juice;44
1146;brisket or smoked brisket;475
1147;Borodino bread crumbs of ground;206
1148;flour or semolina;348
1149;beef and lamb meat
1150;rutabaga
1151;dry white wine;85
1152;condensed milk, no sugar;60
1153;mineral water
1154;bacon baked lamb;885
1155;loin of lamb or pork with pulp;430
1156;sauce tkemali;93
1157;quince or apples;30
1158;clabber;59
1159;citric acid on the tip of a knife;30
1160;glyutamat sodium or seasoning "Vegetta"
1161;bacon or smoked boneless ham;475
1162;chopped thyme
1163;biscuits
1164;veal (brisket) with stones;475
1165;butter;750
1166;apple tart;45
1167;lean pork;265
1168;water chestnuts
1169;fish sauce;93
1170;palm sugar, crushed;295
1171;pork (loin);430
1172;dry white wine;85
1173;yellow bell peppers;19
1174;mustard seeds
1175;peppers of different colors;19
1176;fennel
1177;beef and pork
1178;beer "Guinness";42
1179;black pepper, salt
1180;forest mushrooms;25
1181;bacon;475
1182;oysters
1183;doctoral sausage;250
1184;pickled beets;40
1185;shading from pickled beets
1186;puff pastry yeast
1187;parsnip root
1188;Stout beer;42
1189;rice for risotto (Arborio);337
1190;mixture of five peppers
1191;liver (the best lamb);100
1192;feta cheese;370
1193;Vegeta seasoning
1194;For the salad:
1195;smoked pork ribs
1196;homemade sausage;250
1197;pork (meat) (tenderloin);265
1198;wine grape powder;70
1199;wide noodles
1200;cheddar cheese;370
1201;worcestershire sauce;93
1202;shredded lettuce
1203;shredded radish;16
1204;toast
1205;hot sauce;93
1206;fragrant herbs
1207;crushed oregano
1208;pork (neck);265
1209;minced beef;200
1210;red beans, canned
1211;green chili, canned
1212;meat sliced beef
1213;pumpkin pulp chopped
1214;red kidney beans, canned;328
1215;beans light;328
1216;smoked brisket;430
1217;beef tenderloin, sliced
1218;pine nuts
1219;ancho chili
1220;beans, canned or boiled;328
1221;spice mix for goulash
1222;red kidney beans, canned;328
1223;tomatoes preserved;20
1224;dried hot pepper
1225;chili powder
1226;chopped basil
1227;black pepper and salt
1228;parsley for decoration;23
1229;árbol chili, roasted and peeled
1230;corn oil;900
1231;ground pepper;19
1232;tomatoes, peeled and chopped;20
1233;corn tortillas;369
1234;beef jerky;180
1235;serrano chile
1236;canned mushrooms;27
1237;fried bread;206
1238;corn
1239;beef (neck);180
1240;tomato peeled and chopped;20
1241;poblano chilies, roasted and chopped
1242;visceral fat;770
1243;avocado peeled and sliced;100
1244;tequila
1245;peeled and chopped chili
1246;bread without crust;206
1247;chopped ham;202
1248;jalapeno chili
1249;red chili
1250;breadcrumbs or flour;348
1251;canned beans
1252;frozen vegetable mix
1253;green salad;11
1254;chicken meat;135
1255;beef and pork meat, sliced
1256;roasted chili in plants. oil
1257;boiled beans;328
1258;bean broth
1259;peeled tomatoes;20
1260;pickled jalapeno chili
1261;pitted olives, chopped;115
1262;pulp of the big game (deer, bear, etc.)
1263;juice of 3 lemons;30
1264;venison
1265;raw ham, chopped;202
1266;battleship (its like pork meat);405
1267;minced veal;200
1268;chopped green cumin;41
1269;pulque
1270;chopped tomatoes;20
1271;veal kidney
1272;veal heart;87
1273;1 calf brains
1274;habanera chili
1275;tortillas
1276;grapefruits;30
1277;chopped parsley;23
1278;sweet paprika
1279;peanut
1280;purslane
1281;green tomatoes;20
1282;pineapple peeled and sliced;44
1283;sliced zucchini;18
1284;korinandra seeds, crushed
1285;crushed cumin seeds
1286;pork fillet, cut into slices
1287;peeled tomatoes;20
1288;sweet potatoes boiled and sliced
1289;visceral fat;885
1290;sliced bread;206
1291;diced tomatoes;20
1292;pork (meat) with a little fat;265
1293;sour orange juice;45
1294;pig milk
