20231;42;Рыба с рисом и бананами;Рис переберите, промойте, сварите до готовности и откиньте на дуршлаг$Лук очистите, нарежьте кубиками и обжарьте на небольшом количестве разогретого масла до светло-золотистого цвета. Влейте бульон, положите рис, посолите и прогрейте в течение 2-3 мин.$Филе рыбы нарежьте небольшими кусками, посолите, сбрызните лимонным соком и выдержите в течение 5-10 мин. Маринованные кусочки рыбы обмакните в сливки, запанируйте в муке и обжарьте во фритюре до образования золотисто-коричневой корочки.$Бананы очистите от кожуры, нарежьте кружочками толщиной 0,5-0,7 см и обжарьте во фритюре в течение 1-2 мин.$При подаче рыбу гарнируйте рисом, оформите жареными бананами. Отдельно подайте острый томатный соус.;4;30;1;13256;402;901;1295;117;3972;257;2183;13257;631;9;;;;;;;;;;;
20232;42;Филе по-рыбачьи;рыба (филе) потушите на слабом огне с половиной нормы масла, добавьте мелко нарезанный лук, затем влейте вино, бульон, посолите и тушите до готовности.$Сладкий перец очистите от плодоножки и семян, нарежьте соломкой и обжарьте на оставшемся масле.$Для соуса полученный при тушении рыбы сочок заправьте яичными желтками и проварите на водяной бане до загустения.$Перед подачей тушеную рыбу выложите на блюдо и полейте приготовленным соусом. Оформите сладким перцем и зеленью, гарнируйте отварным рисом.;2;55;1;13258;2;287;644;13259;398;11;9;8;;;;;;;;;;;;;
20233;42;Лосось с соусом из бренди;лимонную цедру нарежьте тонкими полосками, залейте бренди и оставьте для маринования на 6 часов.$рыба (филе) слегка отбейте, посолите, поперчите, выложите на них кукурузу и фасоль. Сверните рыбу рулетиком, плотно уложите в смазанную растительным маслом форму и запеките в духовке в течение 25 мин. Сохраните в теплом виде.$Для соуса бренди с лимонной цедрой слегка взбейте с оливковым маслом, приправьте солью и перцем.$Помидоры нарежьте ломтиками, салат - полосками, смешайте и заправьте соусом.$Уложите рулеты из рыбы на блюдо, сбоку положите приготовленный салат и оформите зеленью.;4;40;1;13260;270;9;7546;13261;13262;13263;13264;360;1417;13265;13266;;;;;;;;;;
20234;42;Жареный лосось;Для цацики крупно порубите огурец. Посыпьте солью и хорошо размешайте. Пусть постоит примерно 20 мин. Слейте образовавшийся сок.$Заправьте огурец йогуртом, приправьте толченым чесноком и черным перцем.$Разрежьте рыбное филе на четыре кус.. Сделайте разрезы посредине, не разрезая кожу, и разверните так, чтобы получились бабочки. Кожа будет удерживать их от разделения.$Смажьте филе небольшим количеством масла. Обжарьте с обеих сторон по 2 мин.$Выложите рыбу на теплые тарелки и украсьте укропом и ломтиками лим. Подавайте с грибами и цацикой.;4;40;1;13267;146;13268;13070;2186;9;64;8;1561;13269;;;;;;;;;;;;
20235;42;Рыба с оливками;рыба (филе) залейте смесью масла и лимонного сока, посыпьте солью и перцем. Маринуйте 1 час в холодильнике.$Смешайте ингредиенты соуса, часть сыра оставьте на посыпку.$Уложите рыбу в смазанную маслом форму, полейте соусом. Сверху посыпьте сыром и запекайте в духовке 20 мин. при 230 С.$Подавайте с вареным картофелем или рисом, украсьте лимоном.;2;25;1;12248;653;9;321;355;13270;13271;11;;;;;;;;;;;;;;
20236;42;Запеченная рыба с беконом;Обработайте рыбу, промойте, обсушите, посыпьте солью, сбрызните лимонным соком и выдержите 1 час в холодильнике.$Мелко порубите чеснок, смешайте с тертым сыром, рубленой зеленью и молоком.$Рыбу уложите в форму, смажьте сырной смесью, сверху уложите тонкие полоски бекона и запекайте 30 мин. в духовке при 220 С.$Лук мелко нарежьте, обжарьте в масле, добавьте бульон и потушите 10 мин.$В конце запекания рыбы подлейте луковую смесь и прогревайте в духовке 5 мин.$Подавайте с вареным картофелем и лимоном.;2;45;1;13272;502;1897;21;98;1411;138;117;8;1596;588;;;;;;;;;;;
20237;42;Рыбы по-астурийски;Для соуса лук очистите, мелко порубите и обжарьте в 40 г растительного масла. Добавьте муку, обжарьте вместе с луком. Слегка охладите, влейте постепенно 250 г воды, затем, помешивая, добавьте вино, шоколад, гвоздику, корицу и перец.$Грибы нарежьте ломтиками и обжарьте на оставшемся растительном масле.$Рыбу очистите, разделайте на порционные куски без костей, уложите в смазанную топленым маслом огнеупорную посуду, залейте соусом, посолите и тушите на очень слабом огне в течение 15 мин., затем положите грибы и тушите еще 10 мин.$На гарнир подайте отварной рис.;2;50;1;13273;2;512;1137;13274;124;38;984;13275;9;270;;;;;;;;;;;
20238;42;Рыба в тесте по-немецки;Филе рыбы нарежьте кусками толщиной 1 см, посыпьте солью, перцем, сбрызните лимонным соком и растительным маслом. Маринуйте в течение 1 часа в холодном месте.$Для теста яичные желтки разотрите с сахаром и мукой, влейте пиво и хорошо размешайте. Добавьте взбитые белки.$Кусочки рыбы обмакните в тесто, обжарьте во фритюре до золотистой корочки, обсушите на бумажной салфетке.$При подаче выложите рыбу горкой на блюдо, оформите ломт.ом лим. и зеленью. Отдельно подайте томатный соус или кетчуп.;4;40;8;11436;117;9;16;7954;13276;566;13277;11;103;8;;;;;;;;;;;
20239;42;Пончики с креветками;Креветки мелко нарежьте, смешайте с мукой, имбирем, солью и желтком. Если масса растекается, добавьте еще немного муки.$Яичный белок взбейте до устойчивой пены и осторожно подмешайте к креветочной массе.$Сформуйте шарики величиной с грецкий орех и обжарьте в нагретом масле до золотистой корочки.$Подавайте сразу. Отдельно подайте острый кетчуп и зеленый листовой салат с консервированными мандаринами.;4;25;1;297;25;1557;627;9;5651;;;;;;;;;;;;;;;;
20240;42;Креветки в сырном соусе;Муку прогрейте на масле до золотистого цвета, слегка охладите и разведите бульоном, проварите до загустения. Добавьте вино, рубленые грибы сыр (часть оставьте на посыпку) и креветки. Массу перемешайте и выложите в формочку.$Запекайте, посыпав тертым сыром, в духовке при 220 С до золотистого цвета. Подавайте с лимоном и зеленью.;2;30;1;11075;355;6268;13278;8111;97;53;103;8;;;;;;;;;;;;;
20242;42;Запеченные креветки с маслом чили;Разогрейте духовку до 200 С. Удалите панцирь и жилку у каждой креветки. Промойте и обсушите.$Разогрейте сливочное и растительное масло в маленькой сковороде на среднем огне дождитесь, пока масло не начнет пузыриться. Положите мелко измельченный чеснок, крупно измельченные чили, соль, влейте сок лайма. Проварите, помешивая, 1 минуту. Снимите с огня.$Положите креветки в один слой на жарочное блюдо. Полейте горячей масляной смесью. Запекайте 10-12 мин., пока не порозовеют помешивайте. Не пережарьте, иначе креветки станут сухими и жесткими. Оформите по желанию.;3;25;1;13279;234;3506;335;13280;1792;9;;;;;;;;;;;;;;;
20243;42;Рыбный гратин;Промойте рыбное филе. Залейте рыбу 150 г горячей воды с солью и варите на слабом огне до готовности. Выньте рыбу, бульон процедите. Добавьте воды или вина до объема 200 мл.$Спассеруйте муку и слегка охладите. Добавьте рыбный бульон. Доведите до кипения, помешивая. Варите примерно 5 мин. Взбейте яичный желток и сливки. Затем соедините с соусом.$Взбивая, прогревайте на слабом огне, не доводя до кипения. Добавьте соль, перец, немного лимонного сока.$Положите рыбное филе в смазанное маргарином блюдо. Добавьте очищенные креветки и сверху полейте приготовленным соусом. Посыпьте тертым сыром.$Кружочки вареного картофеля разложите вокруг рыбы, запекайте 20 мин. при 220 С.;2;35;1;13281;208;13282;38;1265;4107;13283;13284;154;13285;;;;;;;;;;;;
20244;42;Спаржа с рыбной икрой;Доведите бульон и вино до кипения и уварите жидкость примерно до 200 г Охладите.$Слегка взбейте яичные желтки. Добавьте, помешивая, бульон и поставьте кастрюлю на средний огонь или на водяную баню. Варите, помешивая, пока соус не загустеет. Введите рубленый лук-резанец и добавьте соль, черный и кайенский перец.$Сварите спаржу, как указано на упаковке.$Разложите спаржу на тарелки, сверху полейте приготовленным соусом, а на него положите немного икры.;2;20;1;13286;13287;10371;5409;13288;13289;9;13290;;;;;;;;;;;;;;
20245;42;Лобстер термидор;Разрежьте брюшко лобстера и удалите желудок и кишечник, промойте. Залейте горячей подсоленной водой, добавьте корень петрушки и варите 20-30 мин. при слабом кипении.$Для приготовления соуса доведите до кипения смесь вина, горчицы, тонко измельченных луковиц, эстрагона и зелени петрушки. Уварите смесь наполовину.$На масле обжарьте муку. Постепенно добавляйте сливки. Варите, помешивая, до загустения.$Влейте винную смесь. Слегка охладите. Взбейте яичный желток и густые сливки, затем влейте в приготовленный соус и снова хорошо взбейте. Посолите, поперчите.$Лобстера разложите на листьях зеленого салата, отдельно подайте соус.;4;35;1;13291;421;648;13292;13293;13294;1045;4413;13295;204;6;9046;1265;321;9;;;;;;;
20246;42;Камбала с перечным пюре;У струч. перца удалите сердцевину. Нарежьте маленькими ломтиками. Доведите 100 г воды и вино до кипения и растворите в них бульонный кубик. Добавьте стручки перца и лук-шалот и варите на слабом огне 15 мин. Отцедите овощи и протрите. Заправьте пюре сметаной, посыпьте солью и кайенским перцем. Осторожно подогрейте пюре, не доводя до кипения.$Сбрызните рыбное филе маслом, посыпьте солью и перцем, осторожно обжарьте в течение 5 мин. с каждой стороны.$Разложите пюре поровну на теплые сервировочные тарелки. Сверху положите рыбу. Украсьте полосками красного и желтого перца, свежим тимьяном или петрушкой.;4;35;1;13079;11;287;13296;3812;2578;3631;2453;9;304;13297;13298;;;;;;;;;;
20247;42;Шашлычок из рыбы;Смешайте ингредиенты маринада.$Перец нарежьте кусками.$Филе рыбы нарежьте кубиками, переложите кружочками лука и залейте маринадом. Маринуйте 2 часа на холоде.$На длинные шпажки наденьте кусочки рыбы вперемежку с кружочками лука и сладкого перца. Обжаривайте в гриле или в духовке, периодически поворачивая.$Подавайте с отварным рисом, брокколи, свежими помидорами и зеленью.;2;20;1;13299;101;789;13300;11;11848;3400;13301;23;1203;35;13302;;;;;;;;;;
20248;42;горбуша (филе) с соусом;Огурцы измельчите миксером, бекон нарежьте ломтиками.$рыба (филе) отбейте, выровняйте, посолите, поперчите, сбрызните соком лим., выложите шпинат, огурцы, ломт. бекона. Заверните в рулет, закрепите деревянной шпажкой, обжарьте на масле и доведите до готовности в духовке.$Картофель очистите и нарежьте кубиками, отварите в подсоленной воде до готовности.$Для соуса в майонез добавьте вино и мелко рубленные зелень, лист мяты, базилик и перемешайте.$Перед подачей рулет разрежьте на порции, рядом выложите картофель, оформите листьями салата и рубленой зеленью. Соус подайте отдельно.;2;60;1;13303;484;531;13304;13305;551;11;653;4014;644;3724;13306;8;1129;9;16;;;;;;
20249;42;Запеченный судак;Очищенную и выпотрошенную рыбу хорошо промыть, удалить кости, обсушить.$Смешать сок лимонный с солью и перцем, натереть тушки рыбы и выдержать на холоде 30-40 мин.$Чеснок мелко порубить, соединить с укропом и петрушкой, мускатным орехом, сыром, добавить молоко и хорошо размешать.$Брюшко каждой тушки заполнить полученной сырной массой, сверху положить по 3 ломт. сала и запекать на смазанном маслом противне в течение 30 мин.$Подать рыбу с лимоном и зеленью.;6;70;1;13307;5653;713;769;146;684;251;103;8448;16;9;;;;;;;;;;;
20250;42;Филе трески в винном соусе;Подготовленное филе нарежьте порционными кусками, уложите в сотейник, посыпьте рублеными луком и зеленью, солью, перцем, залейте смесью вина с 300 г воды и отварите в течение 15-20 мин.$Готовую рыбу уложите на блюдо. Рыбный бульон процедите, добавьте в него рубленые орехи и чеснок и проварите в течение 10 мин.$Залейте рыбу приготовленным соусом. При подаче посыпьте рубленой зеленью.;2;;1;13308;13309;1291;569;13310;8531;9;270;;;;;;;;;;;;;;
20251;42;Чахохбили из семги;Лук нарежьте кубиками, спассеруйте на части масла.$Филе семги нарежьте средними кубиками, посолите, поперчите, соедините с пассерованным луком и обжарьте на оставшемся масле при среднем нагреве в течение 5 мин. Добавьте томатную пасту и жарьте еще 5 мин. Залейте 1 стаканом процеженного рыбного бульона и доведите до кипения.$Очищенные от кожицы помидоры нарежьте кубиками, перемешайте с рубленой зеленью.$Семгу соедините с подготовленными помидорами, залейте лимонным соком, перемешайте, разложите в горшочки и поставьте на 10 мин. в разогретую до 220 С духовку. При подаче посыпьте рубленой зеленью.;2;40;1;13311;612;10;2690;488;1059;811;372;9;270;;;;;;;;;;;;
20254;42;Осетрина с томатным соусом;Подготовленную рыбу нарежьте порционными кусками и обжарьте на 3 столовых ложках масла.$Помидоры пропустите через мясорубку, добавьте оставшееся масло и уварите до загустения. Добавьте чеснок, перец, соль, мелко рубленную петрушку, нарезанный кольцами лук и продолжите тушение в течение 5-7 мин.$При подаче уложите рыбу в тарелку и залейте приготовленным соусом.;6;;1;13312;689;887;5661;1868;8;9;270;;;;;;;;;;;;;;
20255;42;Рыбная бухлама;Подготовленную рыбу нарежьте порционными кусками. В кастрюлю влейте часть масла, уложите слоями рыбу, мелко рубленные корни кинзы, нарезанный кольцами лук, нарезанные ломтиками лимона и помидоры, добавьте соль, перец, лавровый лист. Залейте оставшимся маслом и тушите до готовности при закрытой крышке.;6;;1;13313;689;923;13314;103;6751;687;9;270;;;;;;;;;;;;;
20256;42;Форель с гранатовым соусом;Форель очистите и осторожно выпотрошите через жабры, не разрезая брюшка.$Яйца отварите и нарежьте кубиками. лим. нарежьте полукружочками, соедините с яйцами, эстрагоном, солью, перцем.$Нафаршируйте форель приготовленной смесью и обжарьте на масле до золотистой корочки, затем доведите до готовности в духовке.$В гранатовый сок добавьте рубленую кинзу и петрушку, толченый чеснок, соль и подавайте в соуснике к рыбе.;4;;1;13315;825;569;25;103;867;372;8;2538;9;270;;;;;;;;;;;
20257;42;Судак, фаршированный орехами и гранатом;У судака разрежьте брюшко, выпотрошите, перерубите позвоночник у головы и хвоста и удалите кости. Из головы уберите жабры. Рыбу промойте, посолите, выдержите в холодильнике 30 мин.$Орехи порубите, соедините с солью, перцем, зернами граната, мелко нарезанным луком.$Нафаршируйте рыбу полученной смесью, зашейте брюшко, уложите на противень, подлейте масло и запеките до готовности в духовке.;2;70;1;13316;2247;13317;57;556;9;270;;;;;;;;;;;;;;;
20258;42;Жареная севрюга под соусом из помидоров;Подготовленное Филе рыбы посолите, поперчите и обжарьте с обеих сторон на половине нормы масла до золотистой корочки.$Для соуса томатную пасту спассеруйте на части масла. Помидоры очистите от кожицы, протрите через сито, введите в пассерованную томатную пасту, посолите, добавьте растертый чеснок, рубленую петрушку, стручки перца, вино, проварите 5 мин. на среднем огне.$Лук нарежьте кольцами и обжарьте на оставшемся масле.$Рыбу выложите на блюдо, сверху положите жареный лук и залейте соусом.;2;;1;13318;417;10;251;13319;10371;1059;2690;12522;16;9;;;;;;;;;;;
20259;42;Палтус с баклажанами и перцем;палтус (филе) разделите на 4 кус., посолите, поперчите, запанируйте в муке и обжарьте с обеих сторон на части масла.$Баклажаны, сладкий перец, помидоры и лук нарежьте кубиками и обжарьте по отдельности до готовности. Соедините, добавьте рубленую кинзу и петрушку, перемешайте.$Подготовленную рыбу смажьте половиной нормы сметаны, посыпьте чабрецом.$Овощную смесь уложите в форму для запекания, залейте оставшейся сметаной, сверху выложите рыбу и запекайте в духовке в течение 10 мин. при температуре 220 С.;2;;1;13320;5699;8943;417;57;1107;460;159;13321;13322;12522;9;270;;;;;;;;;
20260;42;Шашлык из рыбы;Осетрину обработайте, промойте и нарежьте кусками массой 30-40 г Посыпьте рыбу солью, перцем, добавьте измельченный лук, тонко нарезанный лим. и поставьте на 40 мин. на холод для маринования.$Отряхните рыбу от маринада, нанижите на шампуры и обжарьте на углях. При подаче гарнируйте шашлык кольцами лука, вет.ми зелени, дольками лим.;2;;1;13312;887;103;8;9;270;;;;;;;;;;;;;;;;
20261;42;Картофельные пирожки с рыбой;Картофель очистите, промойте, залейте горячей водой, доведите до кипения и сварите до готовности. Подсушите, разомните, добавьте 1 яйцо, муку и все перемешайте.$Для фарша Филе рыбы нарежьте на куски, припустите, порубите, смешайте с мелко нарезанным и пассерованным на топленом масле луком. Добавьте молочный соус, перец, соль, мелко рубленную зелень и все перемешайте.$Картофельную массу разделите на лепешки, на каждую положите приготовленный фарш и сформуйте пирожки. Положите пирожки на смазанный маслом лист, смажьте яйцом и выпекайте в духовке.$Подавайте со сметаной, оформив зеленью.;4;50;1;13089;13323;25;38;2;13324;639;616;177;217;9;16;;;;;;;;;;
20262;42;Голубцы с рыбным фаршем;Подготовленный кочан капусты отварите до полуготовности в кипящей подсоленной воде. У вареных лист. срежьте утолщенную часть.$Репчатый лук мелко нарежьте и обжарьте на части масла.$Рыбный фарш смешайте с рисом, обжаренным луком, посолите, поперчите и перемешайте.$На подготовленные лист. капусты уложите фарш, заверните, придавая изделию прямоугольную форму. Голубцы обжарьте с обеих сторон на сливочном масле, после чего залейте сметанным соусом и запекайте в духовке в течение 8-10 мин.$Подавайте голубцы по 2 шт на порцию, полив соусом, в котором они тушились, и оформив зеленью.;4;60;1;3738;23;552;57;800;6;9;16;13325;;;;;;;;;;;;;
20263;42;"Фальшивый заяц" из салаки;Филе салаки пропустите дважды через мясорубку. В полученный фарш добавьте хлеб, яичные желтки, сливочное масло, рубленый лук, соль, лимонную цедру, молотый черный перец. Все тщательно перемешайте и добавьте взбитые яичные белки.$Полученную массу сформуйте в виде батона, обваляйте в муке, сбрызните маслом, выложите на противень, посыпьте сухарями и запеките в духовке.$Готовое блюдо подавайте с зеленым горошком в молочном соусе.;4;40;1;13326;13327;13328;33;146;487;1625;8;9;16;1941;;;;;;;;;;;
20265;42;Рыба, тушенная с вином;Рыбу очистите, промойте, удалите внутренности, нарежьте небольшими кусками. Посолите, запанируйте в муке и обжарьте с обеих сторон. Добавьте нашинкованный лук, рубленый чеснок, перец, воду, вино и тушите в течение 15-20 мин.$При подаче посыпьте зеленью.$На гарнир можно подать отварной картофель, вареные грибы.;4;30;1;13329;13330;5590;159;442;9986;639;11;9;321;;;;;;;;;;;;
20266;42;Рыба, тушенная с хреном;Филе рыбы нарежьте на порционные куски.$На дно сотейника, смазанное маслом, насыпьте тонким слоем на терке хрен и уложите на него куски рыбы в 2-3 ряда, пересыпая каждый слой тертым хреном.$Залейте рыбу бульоном с добавлением уксуса и соли и тушите в течение 30 мин., закрыв посуду крышкой.$Часть бульона слейте, добавьте в него сметану, нагрейте до кипения, введите пассерованную муку, прогрейте, залейте этим соусом рыбу и тушите еще мин. 10-15.$Подавайте рыбу с отварным картофелем, полив полученным при тушении соусом и оформив ломтиками лим., каперсами и посыпав рубленой зеленью.;4;30;1;9132;13331;5794;13332;177;38;639;138;630;3744;9;;;;;;;;;;;
20267;42;Жаркое из рыбы;Обработанную рыбу нарежьте порционными кусками и обжарьте на масле с обеих сторон до полуготовности.$Уложите рыбу в жаровню, поверх рыбы - нарезанный дольками сырой картофель, репчатый лук, нарезанный полукольцами. Посолите, добавьте перец, лавровый лист, влейте бульон и тушите на слабом огне до готовности.$При подаче посыпьте рубленым зеленым луком.;4;30;1;9132;57;572;6;120;1390;9;77;47;;;;;;;;;;;;;
20269;42;Рыба с чесночно-ореховым соусом;Очистите и нарежьте рыбу на порционные куски, отварите в 1/2 стак. воды и выньте шумовкой, выложите на блюдо.$Очищенные грецкие орехи, чеснок, соль хорошо истолките, добавьте мелко нарезанный лук, уксус, все перемешайте и проварите 8-10 мин.$При подаче полейте рыбу полученным соусом, оформите помидорами и зеленью.;4;25;1;13333;5324;251;2;13334;9;;;;;;;;;;;;;;;;
20270;42;Караси отварные в сливках;Мелких карасей используйте целиком, крупных разделайте на филе с кожей и реберными костями. Подготовленную рыбу посолите и выдержите на холоде в течение 30 мин.$Подсушите муку и разотрите со сливочным маслом, разбавьте стак. горячей воды и сливками. Доведите смесь до кипения, положите в нее рыбу, заправьте солью, молотым перцем, добавьте разрезанную на четыре части луковицу, отварите на слабом огне до готовности, закрыв посуду крышкой.$На гарнир подайте отварную цветную капусту.;4;25;1;13335;138;1047;2151;13336;9;3955;;;;;;;;;;;;;;;
20271;42;Паровая форель с помидорами;Разделайте форель на чистое филе и положите в один ряд в сотейник, посыпьте солью. Добавьте мелко нарезанный лук и зелень кинзы, залейте водой так, чтобы рыба была покрыта ею наполовину, и припустите на слабом огне в закрытой посуде.$Помидоры опустите в кипяток на 2-3 мин., снимите с них кожицу и припустите с небольшим количеством рыбного бульона. Готовую рыбу переложите на блюдо, добавьте помидоры, посыпьте солью и нашинкованным струч.ым перцем.;4;25;22;13337;10;8531;35;13338;9;;;;;;;;;;;;;;;;
20272;42;Рыбное филе запеченное;Рыбное филе нарежьте на порционные куски, натрите солью, молотым черным перцем, полейте двумя ложками лимонного сока и поставьте в холодильник.$Для соуса лук очистите и нарежьте кубиками, укроп мелко порубите. Лук обжарьте на растительном масле, влейте сливки и уварите. Приправьте соус солью, перцем и оставшимся лимонным соком, добавьте укроп.$Нагрейте духовку до 200 С. Рыбу выложите в форму, посыпьте сверху тертым сыром, смешанным с сухарями, сбрызните сливочным маслом. Залейте приготовленным соусом и запекайте 20 мин.$Украсьте вет.ми укропа и подавайте к столу.$В качестве гарнира подайте отварной рис ;4;50;1;13339;3187;2;660;719;931;2097;246;639;16;9;;;;;;;;;;;
