296;филе по 175 г - 4 шт
297;лимонные дол.
298;лимонные дол. и сок
299;800г
300;ст.л. плюс для жарения
301;150(50) г
302;пак.
303;для сбрызгивания
304;ч.л. порошка
305;ст. л.
306;ч.л., глутамат - 1 щеп.
307;ст.л. (20 г)
308;кольца
309;ст.л. зерен
310;бут.чиков
311;2шт
312;2 стак.
313;чеснок
314;тычинок
315;голов., нарезанные
316;гол.
317;капля
318;лимонов
319;л (по желанию)
320;кусок (150 г)
321;порционный кусок
322;для оформления - несколько струч.
323;куска по 1 кг
324;гвоздика
325;ломтя
326;колец
327;черешка
328;лопаток
329;до 1 кг
330;крупных клбня
331;см.
332;по1 шт
333;небольшого кочана
334;кружок
335;крупных початка
336;сухой струч.
337;несколько кус.
338;джугара) - 1 кг
339;шт (700-800 г)
340;петрушка)
341;горсть
342;ломт. (толщиной 1 см)
343;небольших клуб.
344;сткана (400 г)
345;сткакана
346;маленький кус.
347;чайно ложки
348;по вксу
349;г или свежие грибы - 50 г
350;кости - 100 г
351;свежие зерна - 300 г
352;л и для гренков - 4 ст.л.
353;стеблеплод
354;по 0,5 ч.л.
355;г и горький миндаль - 10 г
356;ст.л. и для клецек - 0,5 ч.л.
357;стак. и говяжий - 1 стак.
358;л, букет специй
359;г, лист. кафра - 10 г
360;мл, паста чили - 5 г
361;ч.л., орегано - 0,5 ч.л.
362;ломт. без корки, нарезанных кубиками
363;1/3стакана
364;ч . ложка
365;iшт
366;1|2 шт
367;пакетик (14 г)
368;тонкие ломтики
369;4 лист.
370;4 соцветия
371;красный
372;мг
373;шт, небольшие
374;шт, маленькая
375;маленький пуч.
376;2ст.ложки
377;4ст. ложек
378;грозди
379;шт (700 г)
380;черенка
381;тушек
382;тушки без головы
383;г, для теста - 1 ст.л. и для жарки - 300 г
384;г, папоротник - 20 г
385;г, кубики бульонные - 2 шт
386;уп.;(200 г)
387;кочан (1 кг)
388;колечка
389;чаш. + 1 ч.л.
390;грудок
391;лисички - 150 г, белые - 150 г, подосиновики - 150 г
392;вареное филе - 200 г
393;тонко нарезанные ломтики - 6 шт по 100 г
394;вареная мякоть - 400 г
395;ядра
396;шт кубик
397;г, кишки бараньи - 200 г
398;100г
399;и зелень
400;пуч., нарезанный
401;голов. + 1
402;порошок - 0,5 ч.л.
403;пачка (10 пластинок)
404;ломт. (380 г)
405;ломт. (240 г)
406;крылышков
407;ломт. (250 г)
408;пачки по 200 г
409;маленький зуб.
410;клешни
411;ой жирности - 50 г
412;стрелки
413;г или 30 г тертого сыра
414;клуб. (около 300 г)
415;ст.л. и для маринада - 2,5 ст.л.
416;сырковая масса
417;горошек - 6 шт
418;шт, готовые ракообразные - 100-150 г
419;звено (100 г), филе нельмы - 200 г
420;палочек
421;отварная осетрина, балык из морского окуня, соленая кета, пресервы из маринованной рыбы и другие) - 1 кг
422;200
423;ч.л. и для оформления
424;шт по 75-100 г
425;звездочки
426;ст.л. и 150 г
427;ломт. (около 100 г)
428;несколько кружочков
429;несколько ломт.
